id,cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_11,cat_12,cat_13,cat_14,cat_15,cat_16,cat_17,cat_18,cat_19,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,num_24,num_25,num_26,num_27,num_28,num_29,num_30,num_31,num_32,num_33,num_34,num_35,num_36,num_37,target
1092,11,48,6,2,5,0,3,4,4,4,1,1,7,0,0,0,0,0,0,0,126,1.963336213,5.665801526,110.5534434,649.674775,55,24.62482367,20.20466568,49.08969881,5.85246509,6.511267455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80E-05,0
1093,2,14,9,4,3,0,4,4,4,4,1,1,7,0,0,0,0,0,0,0,25,0.129375399,10.13291846,52.9,310,54,8.125,3.875,0.75,1,0,25,0,0,0,0,0,0,0,0,0,28,28,0,0,0,2,2,0,27,13,6,3,2,0,0.039618492,10279.44361,7.87E-05,0
1094,2,2,7,4,3,0,3,4,4,4,1,1,3,0,0,0,0,0,0,0,16,0.538705684,9.223583425,71.65,440,29,20.125,4.5,3.25,2.875,3.125,2,0,0,0,0,0,0,0,1,0,30,27,0,0,0,0,1,0,19,8,11,0,0,0,0.648070335,1035.85735,0.00049,0
1095,7,70,7,4,4,1,5,4,4,4,1,1,5,1,1,1,0,0,0,1,40,0.628365592,8.529394093,99.51666667,400,26,19.125,7.625,5.375,4.875,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164438,0
1096,7,8,10,4,3,1,3,4,4,4,1,1,7,0,0,0,0,0,0,0,24,0.76584855,10.96722268,105.05,621,22,27.25,91.125,14.25,14.375,0,10,0,0,0,0,0,0,0,1,0,18,18,0,0,0,0,5,1,17,11,5,0,0,0,0.007342339,10686.95531,0.00011754,0
1097,15,240,7,4,5,1,4,4,4,4,1,1,7,0,0,0,0,0,0,0,157,2.599777949,0.628535857,60.975,972,49,30.125,11.125,34.875,6.25,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42E-05,0
1098,5,122,9,4,2,1,5,4,4,4,1,1,7,0,0,0,0,0,0,0,23,2.876762302,11.88539358,198.9666667,1100.3,27,29.75,22.125,18.875,9.75,14.625,19,7,0,0,2,0,0,11,8,0,30,30,1,0,8,21,4,0,30,22,8,20,14,0,2853.505967,39021.83254,0.000268588,0
1099,7,70,7,4,5,1,3,4,4,9,3,1,5,0,0,0,0,0,0,0,56,0.024595543,7.719592833,101.2166667,832,25,3.625,0.375,1.625,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164438,0
1100,20,43,7,4,5,1,2,4,4,4,1,1,1,1,0,1,0,0,1,1,50,1.480115188,8.720106885,67.6,184.51,27,25.875,12.625,2.875,4.875,46.25,26,1,0,0,0,0,1,0,26,0,30,29,0,0,4,2,1,0,23,29,0,2,3,0,0,2512.429824,0.001014561,0
1101,4,4,7,3,4,1,2,4,2,4,1,2,6,0,0,0,0,0,0,0,1,1.001762803,0,50.85,200,26,9,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000829997,0
1102,14,73,7,4,4,1,2,4,4,9,3,2,3,0,0,0,0,0,0,0,3,0.636468642,7.718338621,105.6,400,47,14.8,5.2,3.6,3.8,0,11,0,0,0,0,0,0,0,0,0,29,24,0,0,0,0,1,0,9,5,3,0,0,0,0.003434181,1542.919542,0.000356155,0
1103,9,10,4,4,2,1,2,4,4,4,1,1,6.876749036,1,1,1,0,1,1,1,13,4.417779969,9.941054011,94.93228144,500.8216731,36,27.4820259,1.747432272,248.5552993,0,2.237049705,29.93837452,0.979458173,0.979458173,0,0,0,0,0.020541827,24.50699615,0,30,29.93837452,0,0,0.102709136,28.95891635,1.958916345,0,30,27.97945817,0.143792791,2.020541827,29.38374518,0,0,253.1095571,0.000404302,0
1104,2,14,9,4,3,0,3,4,4,4,1,1,7,0,0,0,0,0,0,0,32,1.630661185,8.481277883,64.46666667,380,28,28.625,32.5,11.625,26.625,7.125,12,0,0,0,0,0,0,0,0,0,24,20,0,0,0,0,0,0,11,18,3,2,0,0,0,1144.510201,7.87E-05,0
1105,26,189,9,4,3,1,5,4,4,4,1,1,7,0,0,0,0,0,0,0,23,0.415921544,11.13712514,92.36666667,560,19,24.66666667,6.833333333,4.5,0.5,1.5,30,0,0,0,0,0,1,0,23,0,30,30,0,0,4,30,27,0,30,17,30,15,8,0,0.194532394,19898.67543,0.000367334,0
1106,15,86,10,4,6,1,12,0,4,4,1,1,5,0,0,0,0,0,0,0,33,0.004160361,4.995938389,70,0,41,0.125,0.125,0,0,5.125,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8.37E-05,0
1107,2,29,1,4,3,0,2,4,4,4,1,1,7,1,0,0,1,0,0,0,14,0.054077607,10.11906995,57.25,350,20,6,0.125,1,0,0.375,2,0,0,0,0,0,0,0,0,0,30,28,0,0,0,0,1,0,21,1,14,0,0,0,0.00664711,780.3190765,0.0001315,0
1108,15,25,8,4,3,0,4,4,4,4,1,1,4.833465554,1,0,1,0,1,0,0,24,0.484235801,10.08076504,67.902762,452.7755741,30,13.07593163,1.887886214,29.54936587,0.097145093,3.416336115,26.22204593,0.055511482,0,0,0,0,0,0.166534446,19.83425888,0,30,30,0,0,0.111022964,0.777160747,5.055511482,0,30,30,0,0.666137783,0.222045928,0,599.3010479,11517.2687,0.000194817,0
1109,14,76,3,4,4,1,2,4,4,4,1,6,7,0,0,0,0,0,0,0,111,4.62314801,8.161427781,126.8266667,1000,41,30,118.875,38.625,20.5,63,2,0,0,0,0,0,0,0,0,0,30,18,0,0,0,0,4,0,28,2,0,0,0,0,0,0,0.00010896,0
1110,16,26,10,2,4,1,7,4,4,3,3,6,5,1,1,1,1,1,1,1,15,0.068697518,0.407803926,55.56666667,0,34,2.428571429,1,0.285714286,1.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195612,0
1111,5,5,9,4,3,1,2,4,4,4,1,2,6,0,0,0,0,0,0,0,30,0.736064213,9.520692073,93.7,350,45,13.875,5.25,1.875,8.875,3.25,15,0,0,0,0,0,0,0,0,0,30,30,0,0,0,1,1,0,30,30,25,29,0,0,0,4.581185341,0.000674806,0
1112,17,204,7,4,5,1,4,4,4,4,1,1,6.239858401,0,0,0,0,0,0,0,85,3.363248063,10.94213748,209.8968818,1387.195752,32,30.23247345,195.8056951,74.87517941,4.29415423,15.34158534,12.50176998,0,0,0,0,0,0,0.380070799,0,0,30,28.6199292,0,0,0.619929201,0.380070799,1.239858401,0,21.18077879,13.74162838,3.760141599,3.800707993,5.32099119,0,0.005285626,20678.30165,0.001764062,0
1113,2,2,7,4,4,0,5,4,4,4,1,1,2.485617898,1,0,0,1,1,0,0,83,0.892981501,9.394920796,135.4749615,700,39,27.36421342,17.17893288,12.65820313,6.766712535,25.92957653,4.884943181,0,0,0,0,0,0,0.514382102,0,0,30,28.0287642,0,0,0.971235795,0.485617898,5.514382102,0,7.057528409,9.25550426,12.65482954,1,0,0,1.257089646,54.89724363,0.00040672,0
1114,13,16,9,4,3,1,4,4,4,4,1,1,1,0,0,0,0,0,0,0,33,2.6096334,10.02699344,68.96666667,450,33,28.85714286,38,32.85714286,8,33.42857143,28,0,2,0,2,0,0,1,1,0,28,28,4,0,2,0,2,0,28,20,9,0,1,0,0,3994.462473,0.001135951,0
1115,19,152,10,4,2,1,5,4,4,1,2,1,4,0,0,0,0,0,0,0,35,2.123017723,10.95501767,400.85,1000,35,29.375,7.75,8.375,5.625,6.25,9,0,0,0,0,0,0,2,19,0,30,27,0,0,0,0,1,0,28,13,16,0,0,0,0,16696.02265,0.000111526,0
1116,13,58,8,3,3,1,3,2,4,3,1,3,5.481657091,0,0,0,0,0,0,0,9,1.08845942,3.934395691,67.54201359,150,47,23.61370729,3.609714243,12.76010735,7.490235862,2.963314183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91E-05,0
1117,29,111,7,4,5,1,4,4,4,4,1,1,6,0,0,0,0,0,0,0,153,0.294858863,8.93089058,58,290,49,19.66666667,0.5,1.333333333,0,5.5,5,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,11,19,0,0,22,0,0,220.2841177,0.000494372,0
1118,19,37,9,4,3,1,2,4,4,4,1,1,2,0,0,0,0,0,0,0,33,0.006672854,10.45056591,70.76666667,400,40,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,2,0,23,11,2,0,0,0,0,0,0.000542176,0
1119,12,26,7,4,3,1,4,4,4,4,1,1,1.785356791,0,0,0,0,0,0,0,54,3.115435789,10.07273392,184.1858121,1056.073216,28,27.94571358,32.87601899,55.54779801,2.681985572,69.93945742,8.534105557,0.607321605,0,0,0,0,0,0,0.607321605,0,27.64392963,22.50250247,0,0,0,15.79036172,13.7537537,0,22.28785926,21.10982407,8.502502466,6.680537652,0,0,0.002809404,12871.0126,0.000808577,0
1120,21,159,10,4,2,1,7,4,4,3,3,1,7,0,0,0,0,0,0,0,7,0.007068309,0,50.66666667,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31E-05,0
1121,11,133,9,4,3,1,3,4,4,4,1,1,7,0,0,0,0,0,0,0,34,0.900850348,10.31214859,50.71666667,300,25,28.375,227.875,60.625,1.625,2.375,23,1,0,0,1,0,0,0,1,0,30,30,0,0,0,8,8,0,30,25,26,30,0,0,0,9068.694195,0.00010976,0
1122,19,40,10,4,5,1,2,4,4,4,1,4,7,0,0,0,0,0,0,0,232,2.810426389,8.047752599,151.45,830,57,29.875,19.5,25.5,3.375,67.375,3,0,0,0,0,0,0,0,2,0,30,29,5,0,2,1,1,0,18,2,2,0,0,0,0,0.016080856,0.000114512,0
1123,24,207,6,4,3,0,3,4,4,4,1,1,7,0,0,0,0,0,0,0,27,0.256907936,9.378277936,52.92251064,323.043595,49,15.90946794,2.179393046,1.831572794,1.304359496,2.324351701,23.60845059,1.391281009,0,0,0,0,0,0,0.913078487,0,30,27.21743798,0,0,15.30409109,1.304359496,1.391281009,0,16.26103294,24.86948353,15.60871899,1.391281009,1.913078487,0,0.032546142,191.3702483,0.000417486,0
1124,15,86,9,4,3,1,5,4,4,4,1,1,5,0,0,0,0,0,0,0,25,0.293305451,9.539135131,54.68333333,320,26,20.5,6,6.75,0.5,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,1,0,3,0,13,9,1,0,0,0,0,199.2450867,8.37E-05,0
1125,3,3,9,4,4,0,5,4,4,4,1,2,2.727768892,0,0,0,0,0,0,0,46,1.296958748,9.361162107,98.72525956,650.2722311,35,28.74232414,3.780532071,13.2506251,2.961792068,58.84079974,9.533546598,0,0,0,0,0,0,0.544462217,9.078008815,0,30,23.90561776,0,0,0.727768892,1.272231108,0.727768892,0,6.272231108,11.36115554,5.088924433,0.727768892,0,0,0.019815038,302.7219487,0.000429864,0
1126,17,123,10,4,5,1,4,4,4,4,1,1,6,0,0,0,0,0,0,0,78,2.47935643,6.379990125,205.91,920,35,24.875,14.375,6.25,13.875,5.625,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,25.65814209,5.48E-05,0
1127,1,51,10,4,5,0,5,4,4,12,2,2,2,1,0,0,0,0,1,1,188,0.767006754,7.680733247,85.03166667,600,52,26.625,4.125,4.875,2.75,12.5,22,0,0,0,0,0,0,0,14,0,30,28,0,0,8,26,0,0,3,11,0,0,0,0,0,152.3940649,0.000325886,0
1128,30,303,7,4,5,1,5,4,4,4,1,1,4,0,0,0,0,0,0,0,120,1.996329095,10.48985024,94.88333333,630,30,30.25,65.125,16.125,3.125,12.125,8,0,0,0,0,0,0,0,3,0,30,23,0,0,0,3,2,0,14,4,9,0,21,0,529.5502987,1740.631099,0.00044873,0
1129,3,75,8,4,3,0,2,4,4,4,1,1,7,0,0,0,0,0,0,0,3,0.167067769,10.51856979,63.63598732,270.0475631,28,5.692430024,0.6829174,2.69480818,0.662703073,0,2.047563122,0,0,0,0.009512624,0,0.047563122,0,0,0,30,29.98097475,0,0,3.961949503,0.209277736,0.256840857,0,20.09512624,23.06658837,18.09512624,0.123664117,0.028537873,0,0.009677032,12627.73242,0.000125507,0
1130,3,97,4,4,5,0,2,4,4,4,1,1,7,0,0,0,0,0,0,0,106,0.536530649,9.045380474,58,320,24,27.375,3.625,3.375,1.25,22.875,6,0,0,0,0,0,0,0,11,0,29,28,0,0,0,3,2,0,17,3,12,2,0,0,0.113443375,70.22582054,9.80E-05,0
1131,21,210,10,4,2,0,4,4,4,4,1,6,4,0,0,0,0,0,0,0,116,0.08461723,9.638909015,50.58,0,51,10.14285714,0.142857143,5.142857143,0.142857143,0,5,0,0,0,1,0,0,0,0,0,8,6,0,0,0,0,0,0,6,3,1,1,0,0,0,447.0754814,2.46E-05,0
1132,23,55,1,2,5,1,12,2,2,4,1,1,7,0,0,0,0,0,0,0,141,2.133124098,0.220645051,77.53666667,157.54,55,29.125,4.875,14.125,7.5,6.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98E-05,0
1133,2,98,9,4,4,1,5,4,4,4,1,5,7,0,0,0,0,0,0,0,23,0.61697721,10.20924091,57.70503618,601.0676159,28,26.47081173,3.954948163,12.17301092,0.837774898,12.37944745,2.829107757,0,0,0,5.957697142,0,0,0.297800817,0,0,29.25549796,27.40439837,0,0,0,3.275808982,0,0,7.744502041,18.95769714,5.10659755,1.042302858,4.744502041,0,5.680836696,413.9088933,0.000112609,0
1134,15,88,7,4,2,0,2,4,4,4,1,1,7,0,0,0,0,0,0,0,127,1.60417412,7.738325626,50.18333333,300,37,30,24.75,12.25,16,37.5,6,0,0,0,1,0,1,0,0,1,30,16,0,0,0,0,0,0,11,2,0,0,0,0,0,0.007525444,4.44E-05,0
1135,13,258,9,4,5,0,2,4,4,1,2,1,7,0,0,0,0,0,0,0,120,0.770620293,7.025234932,55.81329528,411.5351733,49,22.84527548,0.595866137,4.494685006,2.383464549,2.332381925,0,0,0,0,0,0,0,0,0,0,29.17795273,13.17795273,0,0,0,0,0,0,1.027559085,0.205511817,0,0,0,0,0,0,6.78E-05,0
1136,10,222,4,3,2,0,3,4,4,1,3,2,7,0,0,0,0,0,0,0,131,1.379362838,7.193244688,80,0,51,29.875,1,10.375,4,23.375,5,0,0,0,0,0,0,0,9,0,30,19,0,0,0,0,2,0,23,4,2,0,0,0,0,0,0.000137364,0
1137,19,69,7,4,5,1,2,4,4,4,1,1,3,0,0,0,0,0,0,0,75,0.478589527,10.5390709,102.2833333,656,27,21,0,4.125,1.75,25.25,7,0,0,0,0,0,0,0,2,0,30,30,0,0,0,0,0,0,23,19,5,0,1,0,0.021187782,6000.757337,0.000175103,0
1138,2,87,7,4,2,1,3,4,4,3,3,2,7,0,0,0,0,0,0,0,4,0,0,129,200,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245719,0
1139,10,45,7,4,2,1,4,4,4,4,1,1,7,1,1,1,0,0,0,0,16,1.276547587,10.75472875,63.65,690,41,29.875,5,14.375,1.125,7.125,4,1,0,0,0,0,0,0,2,0,30,30,0,0,1,0,2,0,30,1,17,0,0,0,15.27385616,6527.240411,0.000209928,0
1140,20,43,9,4,3,1,2,4,4,4,1,1,1,1,0,0,0,0,1,0,30,0.046223816,10.69761399,83.28333333,400,26,5.625,0.625,0.25,0,0,1,0,0,0,0,0,0,0,0,0,30,14,0,0,0,0,0,0,11,3,7,0,0,0,0,198.1179628,0.001014561,0
1141,7,70,10,4,5,0,2,4,4,1,3,2,5,0,0,0,0,0,0,0,65,0.989437152,7.674514688,144.8166667,4010,37,28.5,65.375,11.75,6.5,4.5,3,0,0,0,0,0,0,0,10,0,30,30,0,0,0,0,1,0,16,0,0,0,0,0,0.000876427,1627.930161,0.000164438,0
1142,3,3,7,4,5,1,3,4,4,4,1,1,2,0,0,0,0,0,0,0,6,0.59092613,9.993916387,82.76666667,630,53,19.875,0,9.5,0.25,1.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000328096,0
1143,11,48,4,4,5,1,4,4,4,4,1,1,7,0,0,0,0,0,0,0,31,1.282503849,9.14109152,63.41666667,525.23,27,25.875,24.625,16.875,0.625,25.625,22,0,0,0,0,0,0,2,23,0,30,27,0,0,0,0,1,0,27,28,13,0,1,0,0,6211.121344,8.64E-05,0
1144,20,43,9,4,3,1,4,4,4,4,1,1,1,1,0,0,0,1,0,0,28,4.122973794,8.872962759,100.3833333,650,33,30.125,134.25,33.375,24.625,0,1,0,0,0,0,0,0,2,0,0,30,29,0,0,2,0,0,0,3,3,0,1,0,0,0,40.98274612,0.001014561,0
1145,15,88,10,4,4,0,2,4,4,3,2,4,7,0,0,0,0,0,0,0,23,0.058288824,10.20649006,80.8,360,47,5.5,0.75,0.75,0.625,0.875,30,1,0,0,0,0,0,1,0,0,30,30,0,0,5,11,1,0,22,30,0,1,26,0,0,568.5526905,4.44E-05,0
1146,17,171,3,4,3,0,2,4,4,4,1,1,7,0,0,0,0,0,0,0,22,2.21826637,10.01725107,86.60054217,498.1885139,26,28.68222271,42.26373675,20.4104998,3.832668411,15.69910861,12,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0.363524768,2,0,25.63647523,13.63647523,11.27049537,0,0,0,1490.12006,4101.872384,0.000115409,0
1147,3,183,4,4,5,0,2,4,4,4,1,1,7,0,0,0,0,0,0,0,106,0.94258281,9.43413044,57.99166667,400,32,26.5,2.125,9.5,3.375,22,27,0,0,0,0,0,0,0,0,1,30,29,4,0,2,2,1,0,25,11,25,4,5,0,0.067049026,4041.648708,0.000125491,0
1148,10,206,7,4,2,1,4,4,4,4,1,6,7,0,0,0,0,0,0,0,24,0.018508757,0.116751244,75.97,730,36,2.625,0,0,0,1.875,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159756,0
1149,25,89,4,4,6,0,3,4,4,4,1,7,2,0,0,0,0,0,0,0,40,0.05537963,9.105532014,106.0166667,0,34,7.714285714,0.142857143,2,0,0,17,0,0,0,0,0,0,0,0,0,28,15,0,0,0,0,2,0,21,7,4,1,0,0,0,2014.254856,0.000113173,0
1150,17,110,7,4,2,0,6,4,4,3,2,4,6.179960538,0,0,0,0,0,0,0,16,0.018058015,9.473084371,67.55375265,722.7334649,36,0.827855734,0,0,0,0.311422934,6.453307025,0,0,0,0,0,0,0,0,0,29.27334649,20.17996054,0,0,0.726653513,0.273346487,0,0,10.82003946,19.17314918,0.546692975,0,0,0,0,13.71996753,0.000219076,0
1151,1,252,7,4,5,1,2,4,4,4,1,1,5,1,0,1,1,1,0,1,86,2.294266174,6.766105385,53.88333333,500,46,29.25,22,11.375,6.875,59.5,30,0,0,0,0,0,0,0,0,0,30,9,0,0,0,0,0,0,1,17,9,0,19,0,0,24.7799263,0.000312247,0
1152,6,138,9,4,3,0,5,4,4,4,1,1,6,0,0,0,0,0,0,0,18,1.262635031,9.138472291,68.35,400,27,22,0.75,4.75,9.625,5,3,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,3,0,16,4,10,0,0,0,0,3191.937333,0.000168882,0
1153,13,16,9,4,3,1,2,4,4,4,1,1,1,1,1,1,0,1,1,1,28,0.032626692,10.88799281,121.55,699,45,2.285714286,1,0.285714286,0.142857143,1,27,0,0,0,0,0,0,0,4,0,30,30,0,0,0,1,2,0,30,27,12,4,21,0,0.100618362,32882.22243,0.001135951,0
1154,17,116,10,4,5,1,4,4,4,4,1,2,5,0,0,0,0,0,0,0,86,0.053772606,7.841577686,125.5,535.5,50,7,0.125,1.375,0,1,1,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,2,0,1,0,0,0,89.79746151,1.86E-05,0
1155,5,82,7,4,5,0,5,4,4,4,1,1,7,0,0,0,0,0,0,0,82,0.719443194,10.29872526,116,640.3,26,23.625,0,14.125,0,25.875,2,5,0,0,2,0,0,0,0,0,30,30,0,0,2,7,1,0,24,20,7,12,0,0,0,2174.741856,0.000159576,0
1156,29,198,2,4,5,0,10,4,4,4,1,1,7,0,0,0,0,0,0,0,77,1.009807366,7.088459063,60.49549769,391.7673926,37,26.72405726,2.512356343,8.656594069,9.085324638,21.73717485,5.939564415,0,0,0,0,0,0.353478528,0,16.46521472,0,27.87912883,18.29304294,0.530217792,0,0,2.176739264,25.5815184,0,15.70238957,25.93499692,0.530217792,0,0,0,0,0.001488649,0.000335983,0
1157,5,21,7,4,5,1,5,4,4,4,1,1,1,0,0,0,0,0,0,0,81,1.434264682,10.79238445,108.6,766,22,25.75,1.25,10.125,0.625,39.375,6,7,0,0,0,0,1,21,4,0,30,30,0,0,0,30,0,0,30,29,11,12,2,0,0,15602.88366,0.002355841,0
1158,24,259,10,4,5,1,5,4,4,4,1,1,7,0,0,0,0,0,0,0,14,1.971884644,9.065448338,103.795,620,21,30.14285714,123.5714286,49.57142857,2.714285714,8.142857143,28,0,0,0,0,0,0,2,20,0,28,27,0,0,1,4,9,0,27,27,17,17,0,0,0,3280.739631,8.09E-05,0
1159,15,42,7,4,5,1,2,4,4,4,1,1,7,0,0,0,0,0,0,0,113,1.56660857,7.590896602,363.855,2992.56,59,29.5,0.375,10.875,2.375,0,2,0,0,0,0,0,0,0,0,0,30,24,0,0,0,0,0,0,16,18,0,1,1,0,0,100.6053638,2.40E-05,0
1160,17,196,1,4,3,1,3,4,4,4,1,1,7,0,0,0,0,0,0,0,16,0.005892879,10.12570039,57.53333333,310,46,1.666666667,0,0,0,0,12,0,0,0,0,0,0,0,0,0,30,30,0,0,1,0,0,0,30,17,8,1,0,0,0,3617.31805,3.18E-05,0
1161,1,51,7,4,5,1,4,4,4,4,1,1,2,1,1,1,0,0,1,1,63,4.358455094,8.062844471,114.0333333,937.86,39,30,13.375,33.375,10,0.5,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,4,1,0,0,0,0,237.0578442,0.000325886,0
1162,23,288,2,4,5,0,5,4,4,4,1,1,7,0,0,0,0,0,0,0,121,0.721814676,8.993617656,59.78166667,330,27,26.85714286,3.714285714,9.714285714,2,35.28571429,8,0,0,0,0,0,0,2,12,0,27,21,0,0,1,12,2,0,15,15,3,10,0,0,0,3145.236904,1.98E-05,0
1163,2,29,9,4,3,0,2,4,4,4,1,1,7,0,0,0,0,0,0,0,32,1.547317343,11.09779577,141.1333333,825,20,30,58.625,26,4.125,6.25,10,0,0,0,1,0,0,0,0,0,30,30,0,0,0,0,3,0,28,4,2,0,1,0,341.3937149,6286.581225,0.0001315,0
1164,5,35,10,4,5,0,2,4,4,4,1,1,1,1,1,1,1,1,1,1,34,2.029998623,10.26371352,148,930,26,30.125,33.75,16.75,3.125,3.625,22,0,0,0,0,0,0,0,10,0,30,30,0,0,3,3,0,0,30,29,15,3,12,0,0,2.407343864,0.003286666,0
1165,5,218,10,4,5,0,4,4,4,3,2,1,7,0,0,0,0,0,0,0,70,0.268057952,8.822647166,100,392.12,60,9.625,0.375,0.75,0,2.625,1,0,0,0,0,0,0,0,0,0,30,14,0,0,0,0,1,0,26,2,0,1,0,0,0,15.40035439,0.00047271,0
1166,20,43,10,4,2,1,4,4,4,4,1,6,1,1,1,1,1,1,1,1,71,0.042411543,7.020963825,50.60833333,500,36,4.875,2.25,0.75,0,23.875,21,0,0,0,0,0,0,0,20,0,21,21,0,0,0,21,0,0,21,8,0,21,0,0,0,0,0.001014561,0
1167,5,21,10,4,2,1,5,4,4,4,1,1,1,1,1,1,1,1,1,1,69,1.324761593,9.969658935,118.525,600,29,23.75,35.75,7.75,16.75,21.25,25,0,0,0,8,0,0,0,4,0,30,30,0,0,2,28,1,0,25,25,10,13,1,0,0,5159.904269,0.002355841,0
1168,5,21,7,4,4,1,2,4,4,4,1,1,1.280518955,0,0,0,0,0,0,0,40,0.126935032,8.694244118,61.17811285,350,29,13.60603993,6.56642915,1.332922157,0.563116765,1.769805392,2.280518955,0,0,0,0.056103791,0,0,0.056103791,0,0,29.27065072,23.55116967,0,0,0,0,0,0,7.448830328,25.21454693,4.719481045,26.32675451,0.673245491,0,0,19.40250588,0.002260355,0
1169,20,43,9,4,5,0,5,4,4,4,1,2,1,0,0,0,0,0,0,0,52,0.355971038,7.646487848,77.98166667,600,27,9.5,3.625,0.625,5.125,14.25,7,1,0,0,0,5,0,1,1,0,15,15,0,0,1,3,1,0,24,6,5,13,14,0,0,37.4473753,0.001014561,0
1170,14,28,7,2,5,1,1,1,2,4,1,1,7,1,0,0,0,1,0,1,36,0.818785112,0.110118134,126.3583333,438.15,56,18,19.375,17.25,0.375,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011202,0
1171,2,38,7,4,5,0,4,4,4,4,1,6,7,0,0,0,0,0,0,0,42,0.402239118,7.279293534,65.51,850,34,26.75,11.25,6.75,0.25,15.75,1,0,0,0,0,0,0,0,0,0,30,27,0,0,0,0,1,0,25,0,1,0,0,0,3.91E-05,931.4539881,6.93E-05,0
1172,1,256,9,4,3,0,4,4,4,4,1,1,5.261927711,0,0,0,0,0,0,0,26,0.680637797,8.245810695,52.68439558,296.0710843,40,27.19048193,19.54935241,9.19936747,2.497078313,11.23350904,8.226385542,0,0,0,0,0,0,0,0,0,28.26192771,17.83349398,0,0,0,0.869036145,0.869036145,0,7.130963855,21.13096386,0,1.047710843,8,0,1.54E-05,1154.840423,0.00028949,0
1173,11,21,4,4,5,1,3,4,4,1,2,3,2.584930925,0,0,0,0,0,0,0,147,1.805563448,9.618710548,103.028557,700,37,28.90926269,5.668492485,23.56529326,1.951468043,12.83816305,30,0,0,0,0,0,0,0,0.805023025,0,30,28.2200921,0,0,0,4.830138151,7.245207226,0,29.61004605,28.61004605,4.61004605,5.635161176,10.46529933,0,0.009975563,9130.508175,0.000277622,0
1174,27,232,10,4,4,1,3,4,4,4,1,4,7,0,0,0,0,0,0,0,118,3.168102343,8.636259312,105.3283333,850,51,26.5,16.83333333,22.5,1.166666667,19.33333333,9,0,0,0,0,0,0,0,0,0,30,15,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0.000253037,0
1175,16,249,10,4,4,1,3,4,4,4,1,6,7,1,0,1,1,1,0,1,11,0.502541149,5.722047016,53.58666667,150,51,25.5,77.75,7.875,2.375,0,0,0,0,0,0,0,0,0,0,0,28,26,0,0,0,0,0,0,16,0,0,0,0,0,0,60.47796917,6.22E-05,0
1176,11,59,1,4,3,1,3,4,4,4,1,1,7,0,0,0,0,0,0,0,26,0.868495248,9.562723067,57.56666667,375,30,26.5,22.875,7.25,8.5,0.125,5,0,0,0,0,0,0,0,0,0,30,27,0,0,2,11,6,0,28,25,6,0,3,0,0,289.281929,0.000121396,0
1177,29,205,7,4,2,1,5,4,4,9,3,2,7,0,0,0,0,0,0,0,71,2.046627984,10.33346983,136.2083333,1020,32,30,10.83333333,34,1.333333333,28.16666667,23,1,0,0,0,0,0,4,1,0,30,30,3,0,0,30,2,0,27,30,27,0,4,0,157047.4641,8130.681442,0.000527867,1
